ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
119,69,26490.67411902036,0.12302383136102513,1,125,10447,1535,11857
120,36,26761.55118321654,0.13386693758873716,0,117,0,0,-117
121,38,33651.05667791334,0.05131927628724757,1,1418,5796,3098,7476
122,54,30885.43798935671,0.15635466100722534,0,26,0,0,-26
123,37,21266.806904135112,0.20166041924396705,1,811,5567,1650,6406
124,47,26611.63038420925,0.13531570941569587,1,120,5445,2764,8089
125,57,29423.407289052004,0.047398535403038594,0,37,0,0,-37
126,68,35568.20515987385,0.1347054691809656,1,795,8486,1486,9177
127,58,24196.03708317537,0.08710447351695438,0,55,0,0,-55
128,61,50166.288000545326,0.08344657903503672,1,611,5597,1853,6839
129,32,26812.14008063423,0.00398876490347862,1,273,8521,1902,10150
130,27,20525.468981679856,0.06669128488540775,1,121,6169,2728,8776
131,23,20046.201032945683,0.12268401224835715,0,94,0,0,-94
132,72,23719.558141406094,0.0613402838737219,0,34,0,0,-34
133,56,24002.176747373924,0.042080937867615416,1,25,8223,1526,9724
134,30,20440.936167820088,0.0738365856247508,1,87,10764,1736,12413
135,32,22232.168763928083,0.11044812049627159,1,244,12795,1437,13988
136,23,31817.654685012196,0.32942979366685987,1,287,12105,1349,13167
137,57,25431.83406918344,0.09431586610156702,0,39,0,0,-39
138,23,21825.00057426579,0.010457606111391692,0,10,0,0,-10
139,67,21623.29090819649,0.2326668286676983,1,355,7482,1375,8502
140,27,97242.99850320465,0.12275559284223238,1,722,7281,3584,10143
141,33,20235.736108250912,0.027119761256952535,1,1265,9263,1968,9966
142,32,23678.313407507027,0.16397572932809734,0,33,0,0,-33
143,28,25764.297950635057,0.3211801620411003,1,512,7712,2988,10188
144,58,22047.178882415847,0.18162077552129088,1,340,7203,1586,8449
145,63,20169.02919823227,0.04812011693886853,1,479,5682,1334,6537
146,33,22853.83424105938,0.15138244750358498,1,164,6645,1485,7966
147,29,21368.940952191275,0.045619740025555994,1,165,8155,1365,9355
148,35,54140.86144803766,0.023106488768207957,1,559,7814,1993,9248
149,20,23993.718224143675,0.21923177513873934,1,82,6710,2227,8855
150,60,23607.717031175278,0.06496661214402841,1,457,41913,2156,43612
151,23,39291.45382543734,0.03803415104519128,0,1,0,0,-1
152,25,22786.339632659754,0.02485898166562071,1,162,21988,1436,23262
153,25,24085.13985521936,0.3986631902245531,0,79,0,0,-79
154,19,28076.235768087434,0.03166162139387751,1,171,6457,1471,7757
155,19,33788.24667447336,0.12871072494281066,1,219,5594,2333,7708
156,37,24750.57888691774,0.013288251865170258,1,451,8736,1776,10061
157,32,21480.825212295782,0.46447560134681587,1,262,14187,1738,15663
158,72,31613.294067396746,0.25036018237668894,0,0,0,0,0
159,27,24663.332287842542,0.12560422532661591,1,124,5367,2050,7293
160,37,24276.977703074434,0.04160658671046347,1,1115,7876,1450,8211
161,23,44497.998097507436,0.08569799063393371,0,20,0,0,-20
162,26,26404.76422485462,0.09852773694720292,1,1325,6117,1847,6639
163,50,23144.081245924703,0.49676380450851915,1,661,5820,1578,6737
164,48,38898.471903889214,0.11282455264111758,0,84,0,0,-84
165,19,48317.13915798549,0.09431688398775512,1,71,5914,1365,7208
166,21,24645.251110719008,0.13947070110946133,1,71,15914,1937,17780
167,19,32224.10937180042,0.06426989893681992,1,763,5709,2264,7210
168,51,21534.200172184574,0.07648746156355814,1,145,6055,2981,8891
169,38,20219.581416021756,0.020040423912047533,1,472,19324,1442,20294
170,65,24920.82288486456,0.09164381226259453,1,474,8574,2144,10244
171,30,37283.812719822105,0.051215483572363066,1,825,12472,2644,14291
172,61,28945.034151757955,0.051322383244396294,1,640,13164,1379,13903
173,70,20105.94637538432,0.12680439294916018,1,579,18035,1568,19024
174,37,25572.01824820659,0.035242810130303504,1,437,7773,1382,8718
175,48,21054.34419006281,0.2915750578716116,0,24,0,0,-24
176,56,21060.25909132624,0.13446428504526856,1,106,5456,2305,7655
177,73,34898.58906217324,0.3040821844657977,0,174,0,0,-174
178,25,41669.41988968148,0.13029642578336595,1,508,6092,1746,7330
179,59,61062.77968555075,0.40548377909835653,0,104,0,0,-104
180,27,20057.963069286907,0.015806028023926104,1,675,7340,1354,8019
181,48,50773.91631916677,0.06685608786137213,1,774,9244,1507,9977
182,32,26135.190174655934,0.23250983928450955,1,50,7229,1379,8558
183,23,25131.79233214624,0.037351241853345284,1,153,8809,2153,10809
184,33,27167.97478268336,0.015468678283569908,1,268,5388,2694,7814
185,18,32442.992057259184,0.28976824281697267,1,215,5419,1731,6935
186,37,24743.61576756196,0.026381984533920173,1,159,5817,2307,7965
187,36,59845.68997450036,0.03479095505759168,1,692,7201,1454,7963
188,54,24400.889885054054,0.05647592662373334,0,15,0,0,-15
189,39,26350.45877360667,0.04996863785144737,1,81,6178,1499,7596
190,67,35733.92766529478,0.09619290132774702,0,24,0,0,-24
191,57,24275.380066776812,0.25648028280977847,1,628,14558,2492,16422
192,74,31042.09028399341,0.009528605132885698,1,810,8550,2022,9762
193,24,41376.42745648532,0.04009731436400848,1,262,9088,1648,10474
194,38,24820.86934601312,0.22821359928066248,0,136,0,0,-136
195,65,24383.979033521147,0.07952576502252366,1,573,8197,1404,9028
196,27,28934.213459821323,0.006607548479126371,1,344,12328,2509,14493
197,41,25588.846748875232,0.23368118474319416,1,1500,5725,10188,14413
198,20,22019.408760264407,0.15183523854130393,1,266,6580,2878,9192
199,22,24258.431527656587,0.13176177003404102,0,8,0,0,-8
200,41,24573.489884459315,0.029666891206721852,1,467,5764,2731,8028
201,37,33133.21907286215,0.024147122198161928,1,141,14276,6508,20643
202,24,36916.21141715393,0.17299094131915976,1,1267,9711,1561,10005
203,20,22887.461291573327,0.03891034082653433,1,185,13990,1687,15492
204,62,27270.964434382586,0.2602834938969917,1,580,7578,1352,8350
205,30,54320.83710845724,0.027114384906856828,1,1720,5363,1370,5013
206,31,41821.176826652525,0.325365783421816,1,429,5531,1424,6526
207,71,22430.086733006243,0.000994021981045259,1,245,8625,2576,10956
208,19,28197.78578853623,0.05656119573067567,0,25,0,0,-25
209,44,31660.358026800594,0.16387104880774134,0,4,0,0,-4
210,40,21231.43697560497,0.08876919800406786,0,67,0,0,-67
211,30,20018.504238782432,0.0818547543460803,1,115,9677,4621,14183
212,42,23226.738637952254,0.04818806469626227,1,515,5437,1455,6377
213,55,20535.64652735644,0.07399619466449515,0,14,0,0,-14
214,43,20265.205819984436,0.20988571477887677,0,15,0,0,-15
215,48,26945.439259694987,0.13176388192108537,1,1078,6491,1502,6915
216,22,21707.29630885475,0.3510535149696973,1,6,5391,1353,6738
217,72,20218.06660025927,0.08241548405658597,0,31,0,0,-31
218,74,27089.43208468506,0.33362125828664163,1,587,9308,1672,10393
219,21,20584.585298963073,0.023570191076323608,1,254,22882,1344,23972
220,44,31466.234197100006,0.1936225581926242,1,39,5446,1522,6929
221,72,20382.047461398142,0.16566378156372583,0,252,0,0,-252
222,55,20437.84498111719,0.003108994750517554,1,240,5383,2124,7267
223,26,42951.57495434122,0.016511395003597194,1,328,16157,1427,17256
224,36,28064.780004488643,0.012864827850418599,1,145,8488,1550,9893
225,26,34930.713795487114,0.11503695351563052,0,4,0,0,-4
226,44,36084.18691741993,0.1781393255548016,1,6,16171,2111,18276
227,22,20541.19234648186,0.2732952932237543,0,35,0,0,-35
228,48,55732.83123114914,0.0026204752041114427,1,200,7955,1418,9173
229,33,29101.36766238278,0.22728762646479453,0,20,0,0,-20
230,30,23811.49478359491,0.4430581126849683,0,8,0,0,-8
231,56,28958.62613655179,0.047813116974765896,1,411,14615,1425,15629
232,27,20863.407671751265,0.03729291139122853,0,2,0,0,-2
233,26,26217.560250976203,0.045675305288745874,1,697,7605,1479,8387
234,34,24861.820947234002,0.009191802629979231,1,281,5945,1343,7007
235,35,24145.404374620368,0.041594235753517894,1,716,7314,2095,8693
236,20,45957.63125801777,0.08097945071014293,0,29,0,0,-29
237,72,36817.68310525195,0.09759909101788708,1,174,5987,2208,8021
238,30,31168.751126577667,0.1577053019018298,1,3464,5874,1430,3840
239,72,34854.39390245263,0.0028389301619463096,1,1188,10959,1444,11215
240,28,22521.70825783805,0.02972136843302128,1,24,5320,1717,7013
241,70,35543.062890239555,0.061442417446552385,1,951,12185,1671,12905
242,23,22482.140080151814,0.25110703429452746,1,597,6361,1703,7467
243,65,55993.9335355439,0.02922976070435573,1,424,6167,1421,7164
244,34,25533.815376779214,0.11819808104151877,1,114,5951,1582,7419
245,75,21000.780686091653,0.10620806171595201,1,220,6048,2611,8439
246,35,35555.02955087129,0.03038809786695274,1,103,13239,1574,14710
247,32,36268.239696076955,0.026656871240368495,1,118,6573,1419,7874
248,21,21970.02537822833,0.1452549484038078,1,932,7468,2184,8720
249,25,40481.89082388078,0.00929868306845478,1,2557,7193,1571,6207
250,35,42923.06921418722,0.04493327598878782,0,26,0,0,-26
251,43,24383.051070025314,0.21093992007097345,1,655,6658,3698,9701
252,25,45590.89433882676,0.011066962567083435,1,1467,7468,1626,7627
253,60,20203.861257714183,0.1819727602340927,1,70,6448,1514,7892
254,68,33625.44440937751,0.18562276492110205,0,214,0,0,-214
255,24,20558.02911556804,0.010772000915734208,1,1751,9757,2602,10608
256,54,20620.479692530545,0.3865863272028749,0,11,0,0,-11
257,35,20739.530033408453,0.024203219117847355,0,46,0,0,-46
258,72,21383.003224565007,0.17901517508325263,1,320,9095,2199,10974
259,34,21181.73694871109,0.004839633000959466,1,121,17366,4734,21979
260,28,38650.92954583614,0.18346583815075568,1,347,7995,2443,10091
261,58,22068.38795408463,0.5788248606798407,0,54,0,0,-54
262,33,73491.36046146885,0.030908505914293817,1,1412,5668,2469,6725
263,64,24919.039340502924,0.5129176128710355,0,0,0,0,0
264,24,22589.32665479986,0.2656622128468416,1,14,5680,2235,7901
265,65,26431.05964240353,0.2014664568831352,1,451,35970,1856,37375
266,20,20724.829439285637,0.029968909685919993,1,68,5889,3089,8910
267,67,34647.02309252342,0.17667510805124506,1,95,5562,1566,7033
268,71,75389.37446749718,0.0806887005781286,1,317,6950,2132,8765
269,64,31937.51264547704,0.026242890854111755,1,280,5932,3685,9337
270,32,22281.127519129983,0.11035695555263125,1,184,5416,1450,6682
271,18,22171.651298934376,0.0967204001892828,1,959,7220,1426,7687
272,24,24784.473040541434,0.31167693225044063,1,992,9024,1667,9699
273,27,20937.726507796386,0.1955862025112512,1,864,6268,1473,6877
274,46,33352.266710800875,0.158368384078198,1,165,5392,1597,6824
275,51,22684.975410388106,0.08445640750740412,1,869,6674,1491,7296
276,45,59157.85674873131,0.02827325207704915,1,812,11677,1410,12275
277,41,21093.568430757616,0.018698323568652055,1,244,16431,3971,20158
278,32,20596.34427963471,0.026006799590823294,1,532,5360,2056,6884
279,60,23071.665347813327,0.11237033100407309,1,362,7759,2357,9754
280,20,20781.425107340798,0.04661044922691868,1,1288,10367,1618,10697
281,39,23669.684646269947,0.07267463602894443,1,171,6418,1665,7912
282,43,22974.251553096798,0.06161263380623526,0,0,0,0,0
283,60,28072.900501478158,0.1802516107201741,1,372,6615,1403,7646
284,18,20313.838206635464,0.2414565419777643,1,330,17615,2041,19326
285,48,21127.49541618859,0.032704987560280015,1,734,7227,1434,7927
286,58,25341.871667554264,0.005999745086415514,1,178,12067,4164,16053
287,39,41938.41768595949,0.34625050703004395,1,285,5609,1480,6804
288,55,34781.65068228699,0.03628793558431843,1,458,17107,1384,18033
289,36,39103.332679706655,0.00834963059942949,1,543,7524,4234,11215
290,57,23864.43750608523,0.08342529380274195,0,15,0,0,-15
291,48,20639.557230103703,0.2226024723990448,1,182,9006,1389,10213
292,23,21987.180325425605,0.021690191232814675,1,244,7360,1487,8603
293,19,26511.425330377937,0.0887168377634904,1,1477,6020,3416,7959
294,36,23942.67771913425,0.13915748683414614,0,123,0,0,-123
295,21,24225.10243906311,0.045710339785505316,1,953,5412,1747,6206
296,21,21115.17864277436,0.10829934324310175,1,1106,7682,1553,8129
297,40,21726.065514148737,0.03480877769075814,1,1956,7507,1405,6956
298,27,22329.425507401065,0.20288218731276375,1,119,5992,1385,7258
299,19,25617.477443723983,0.05421393747402033,1,4421,7140,1807,4526
300,61,28821.477912807,0.3436023719929194,0,21,0,0,-21
301,43,22805.43608700694,0.025291209544555472,1,460,7516,5361,12417
302,23,27105.786664435,0.0568967606118721,1,317,7657,1459,8799
303,52,40430.35531570163,0.004087317523191145,1,454,5397,1497,6440
304,51,28834.824341555646,0.04433014861738779,1,370,6004,2164,7798
305,43,38544.83586469637,0.1264619501927308,1,1071,7854,1367,8150
306,23,60331.12593968436,0.05750279820224934,1,142,7514,1373,8745
307,53,23234.70518026752,0.0075267666189462595,1,297,12613,1408,13724
308,40,22162.708859957143,0.14771579637500146,1,52,8028,1455,9431
309,43,29625.756811204723,0.22703548001501142,0,13,0,0,-13
310,41,24188.7990397821,0.21153749401468105,1,396,8345,1678,9627
311,62,39209.93852255778,0.08175699731375867,1,555,8800,1452,9697
312,49,20315.18569457165,0.006806180481404992,1,581,5241,1593,6253
313,20,23838.408571059863,0.27575451703375886,0,104,0,0,-104
314,20,30489.889700383887,0.11676214016924533,1,207,7029,1684,8506
315,63,21365.757851205402,0.05077088008971167,1,334,12172,1560,13398
316,26,29150.75421944288,0.004218001667688928,0,38,0,0,-38
317,33,23038.91884112961,0.15808560637641395,1,256,8100,1864,9708
318,61,28117.346652161876,0.004855196802564716,1,192,6023,3055,8886
319,20,26057.324457199593,0.1466407175933899,0,8,0,0,-8
320,72,23722.57749739559,0.10495314885149093,1,183,17237,1572,18626
321,46,22246.3653493393,0.0883399618918373,1,640,11476,4338,15174
322,63,38579.58106826224,0.06795458155483279,1,231,12303,1383,13455
323,33,104071.01890490142,0.19615629109461766,0,67,0,0,-67
324,18,20233.957789408498,0.05588082486165617,1,872,19662,1719,20509
325,28,25170.072532131646,0.22022051610604085,1,1056,80771,2250,81965
326,59,28864.196675004183,0.0200308727339366,1,1508,5277,1818,5587
327,32,21898.49356628029,0.02216473976502089,1,757,6748,2473,8464
328,48,20779.880118982604,0.13828998574045154,1,1154,11455,1578,11879
329,28,24647.649864231207,0.2799421978362335,1,688,6188,2449,7949
330,21,22749.694372400336,0.11923549912854184,1,578,6934,1468,7824
331,43,29118.48272380932,0.08583499729217996,1,41,6305,1755,8019
332,26,26589.112308231634,0.19765705309552067,0,85,0,0,-85
333,20,24412.585808045274,0.07364405497224218,1,228,7438,1821,9031
334,38,25532.223355402435,0.13459036229159915,0,62,0,0,-62
335,46,23434.48693878955,0.06294216712609006,1,1019,5635,3409,8025
336,74,30479.467896065787,0.0015887202961556873,1,187,7872,1423,9108
337,29,24065.44089919965,0.009650293699705971,1,600,5577,1814,6791
338,52,20537.32206231158,0.15238670823271303,0,133,0,0,-133
339,48,51937.94268994969,0.12172534678597263,0,69,0,0,-69
340,54,40676.18362529827,0.010172526325809703,1,482,13662,1653,14833
341,35,21018.23546847413,0.056296708969110175,1,91,8945,2276,11130
342,64,22393.437909853656,0.0915301926824657,1,487,7861,1422,8796
343,40,20295.154696274432,0.08190524836129946,1,342,7313,1504,8475
344,51,21973.34115944128,0.07633101074884,1,1699,14681,1340,14322
345,75,27659.32635194656,0.12235450480403327,1,657,13263,2775,15381
346,69,20878.539663302483,0.4184329271754485,0,35,0,0,-35
347,40,21970.666607679097,0.1509803371619885,1,133,7199,1361,8427
348,66,27891.308210820825,0.02915610046128402,1,474,6394,1806,7726
349,29,55475.76895150836,0.04023915424662188,1,135,5427,1747,7039
350,32,199932.63151166495,0.42706403518537517,0,59,0,0,-59
351,56,20951.29044331466,0.2827060616383324,1,658,20670,1455,21467
352,60,42575.49371395935,0.008057731136248242,1,102,23745,1825,25468
353,23,23792.83309217138,0.01954172809030702,0,3,0,0,-3
354,34,32731.188292857034,0.05901078161910372,1,405,24089,7210,30894
355,47,21749.82267189005,0.08426050399599096,0,61,0,0,-61
356,56,33085.162125456845,0.011907866540646284,1,746,5584,1588,6426
357,19,25842.565505391245,0.03334309010619921,1,124,7781,1601,9258
358,30,24890.460848300656,0.08425047081087,0,4,0,0,-4
359,58,43543.596112219646,0.08883100131424848,1,252,6794,1693,8235
360,25,48074.35363541676,0.04575804626028452,1,680,7835,1664,8819
361,30,35534.62154595891,0.04011912337734855,1,977,7233,2667,8923
362,59,37821.566161184644,0.028528734495874612,1,1464,5808,1511,5855
363,56,39238.07366613483,0.2384810703657832,0,183,0,0,-183
364,23,20585.602354971183,0.16188494805397785,0,61,0,0,-61
365,53,21297.689086021102,0.14730088508464714,1,553,8851,1454,9752
366,22,39780.74363853856,0.0169966143396522,0,62,0,0,-62
367,54,24373.799592619813,0.1564322083793887,1,306,8032,2728,10454
368,63,23616.105039708134,0.051145976542329386,1,287,11367,1667,12747
369,20,20173.60339595808,0.03120303944615781,1,1458,11945,1452,11939
370,55,24434.86154265254,0.23073941798212255,0,27,0,0,-27
371,21,33545.94829692727,0.18822632568927003,1,1689,15940,1750,16001
372,23,38053.69681376108,0.21710565515421373,1,348,6355,1869,7876
373,21,23000.48543398353,0.03583049259671582,1,108,9499,1675,11066
374,18,24122.346758318356,0.03730828514316268,1,398,9630,1583,10815
375,42,21387.42836061947,0.33848732291029043,1,663,10834,2889,13060
376,28,24658.385776968124,0.01677375357488764,1,396,7192,1751,8547
377,23,25924.895419415014,0.25960526691615604,0,14,0,0,-14
378,27,21646.055082412557,0.030078754547996394,1,666,5453,1910,6697
379,74,22267.061109334012,0.06885286038438396,1,84,7118,1345,8379
380,20,47878.879674430704,0.21124144184920116,0,38,0,0,-38
381,56,24063.89498905923,0.09439621759222255,0,17,0,0,-17
382,32,45787.46554891533,0.2856014316296871,1,168,7384,3507,10723
383,57,97535.4758070263,0.27841544955720077,0,124,0,0,-124
384,44,24423.861823312523,0.030789250722916158,1,376,12827,2283,14734
385,74,35618.388868883834,0.054887757350608524,1,1086,7891,1618,8423
386,70,21894.23705501579,0.0937350434019111,1,1000,7958,1562,8520
387,21,20768.01895946893,0.249885438183449,0,23,0,0,-23
388,51,21299.098801624452,0.014135761141788156,1,442,6370,1391,7319
389,28,26013.168698270827,0.017728414233544026,1,211,8835,1680,10304
390,35,22183.065992780597,0.0025413691709827227,1,32,9945,1515,11428
391,74,26128.93181021343,0.44439637900646717,0,1,0,0,-1
392,43,35773.50356805344,0.08735769161532354,1,437,5288,1766,6617
393,21,25459.680359405313,0.10957183439116355,1,761,11854,1339,12432
394,19,26214.949159930144,0.06604506153121262,1,215,5818,1793,7396
395,64,25492.165509159964,0.10884410607838627,0,271,0,0,-271
396,54,23084.894035712903,0.03357567470586253,1,280,14357,2774,16851
397,51,118234.62039054133,0.08099907950151904,1,165,5742,1359,6936
398,67,21018.480720262094,0.5276428118330453,0,58,0,0,-58
399,24,29285.8957046861,0.023520497679771414,1,39,9345,1964,11270
400,52,26968.2715341898,0.1187420893415757,1,564,7091,1875,8402
401,19,44427.59511993496,0.07616221554419156,0,35,0,0,-35
402,22,29435.44018911987,0.14237795862788,1,1331,5964,1506,6139
403,18,36675.00531874026,0.09726007429689419,1,986,15375,1355,15744
404,45,27083.064340578836,0.03187962827876449,1,991,9503,1552,10064
405,42,25023.09578803968,0.03126404244374678,1,2140,6811,2002,6673
406,27,27435.740290702295,0.03620875489883745,1,263,6317,1506,7560
407,42,33528.602665722894,0.013393332346591975,0,35,0,0,-35
408,35,20126.422182793565,0.05529998977004931,1,1711,12895,1622,12806
409,39,20739.836971788347,0.3484742817394387,0,242,0,0,-242
410,64,20078.932046567887,0.0912755043714744,1,487,8124,2063,9700
411,25,29972.525487135874,0.28523413532677167,0,115,0,0,-115
412,41,90240.90914775751,0.09546359939221977,1,280,6048,1497,7265
