ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
255,35,23647.40494930859,0.14128399117074886,0,17,0,0,-17
256,61,20363.00598854741,0.05680862861162294,1,1077,6304,1517,6744
257,28,26779.760061157922,0.03858154677198088,1,2184,11621,1607,11044
258,65,20473.48337703968,0.05272562620334859,1,90,14756,1888,16554
259,28,57507.27424775969,0.1448575028862266,0,1,0,0,-1
260,38,48845.44486802878,0.1215809509330926,0,61,0,0,-61
261,55,33382.813758024204,0.29932948880910465,0,21,0,0,-21
262,26,48369.00686880721,0.024839575654787525,0,8,0,0,-8
263,61,26716.283018222915,0.1294311801024642,0,65,0,0,-65
264,22,31430.64869706184,0.27854766919261403,1,1453,9675,1538,9760
265,39,25202.74054221829,0.26379975228144337,1,32,6931,1490,8389
266,72,20659.108498214617,0.028577576650097036,0,10,0,0,-10
267,74,29707.38887070441,0.08444351997992429,1,396,10355,1519,11478
268,23,24332.236812497842,0.04523913316786807,1,589,5486,2980,7877
269,28,30088.696878696977,0.09415499995945782,1,112,9536,2311,11735
270,20,23093.208538549527,0.017220499213666488,0,15,0,0,-15
271,19,21119.29700955372,0.028817685268893032,1,353,11972,1787,13406
272,29,28809.442867526686,0.04487137336816045,0,82,0,0,-82
273,37,21390.367829006365,0.2333875020578555,0,88,0,0,-88
274,48,23562.276611364345,0.049674450292505855,1,2357,9243,1443,8329
275,20,23017.974923164198,0.026269417796509313,1,485,5479,1611,6605
276,20,28194.76632406686,0.2204022273100002,1,326,7700,1591,8965
277,40,27696.29359629936,0.06336743654574253,1,1166,6853,2216,7903
278,31,28274.622452199706,0.2644165001660518,1,570,7717,1456,8603
279,70,25721.727924606377,0.11574767976521211,1,600,5446,2110,6956
280,30,48067.39832711464,0.16757109557106417,1,87,19449,1448,20810
281,52,21789.113001953538,0.08824309191014841,1,919,5961,1708,6750
282,39,35076.412471046744,0.23711553363166266,1,395,6738,1343,7686
283,74,25225.05798247429,0.22680096616848788,1,726,6308,1938,7520
284,27,20311.87075116683,0.19042765231032566,0,12,0,0,-12
285,22,64354.61946183041,0.12546783115633672,0,85,0,0,-85
286,62,22251.568841035933,0.07862388767028353,1,645,21668,1387,22410
287,28,29751.850309356745,0.14471654881050486,0,44,0,0,-44
288,40,21703.62147123948,0.13534473361546753,1,709,5352,1731,6374
289,35,24334.835500454094,0.10462558062421219,0,5,0,0,-5
290,24,23686.816447534173,0.15168535990875978,1,140,15503,1529,16892
291,19,56091.69038354527,0.09579303719285785,1,1727,7686,3016,8975
292,21,27138.5493258461,0.10158161788669295,1,981,5625,1398,6042
293,39,30874.976330134905,0.005786158745385705,1,432,11821,1350,12739
294,39,22767.135673235196,0.06451904033689698,1,344,5870,1345,6871
295,20,25978.011283660977,0.08372498567389143,1,1052,5539,1806,6293
296,22,23352.164985122356,0.011294810642638474,1,675,8643,1938,9906
297,35,21216.884891999587,0.2638888854354048,1,178,23717,1893,25432
298,18,35365.77357122956,0.052735678833452426,1,81,9744,1362,11025
299,33,28562.8733939203,0.05196216392929169,1,459,5766,1363,6670
300,48,28569.42686648587,0.13661297369889228,1,294,5741,8875,14322
301,32,61141.804882438126,0.029652571283009584,1,783,5565,2704,7486
302,45,20778.140263294823,0.010079549762590196,1,73,7782,7578,15287
303,27,73944.3673648994,0.0034514287631493123,1,151,7300,1624,8773
304,22,27157.32619113834,0.13990841972666124,0,78,0,0,-78
305,73,21197.692649346052,0.07338837828409683,1,283,25291,1359,26367
306,66,23180.933910075462,0.03291811474565299,1,127,10199,1393,11465
307,30,32984.713683454764,0.0187044312043757,1,563,10083,1485,11005
308,54,27171.158561762615,0.07313080912187657,1,373,7005,1479,8111
309,27,34646.24121533796,0.07555249948258287,1,47,7714,2152,9819
310,21,28531.508842315034,0.41057336253975923,0,5,0,0,-5
311,38,23932.6377440098,0.14971195401561915,1,299,6740,1417,7858
312,18,20769.728125418158,0.26714204453993046,0,18,0,0,-18
313,43,23342.312772977595,0.05478177916670768,1,624,6923,1373,7672
314,20,28692.88219830283,0.02689842771787435,1,504,8588,2320,10404
315,26,21585.802924672822,0.27202793559622157,1,118,7122,6899,13903
316,30,27893.92184031373,0.04209737443865959,0,96,0,0,-96
317,27,40513.57800689886,0.07448901368507772,1,481,6660,2046,8225
318,19,38618.01679217613,0.34658332401625275,0,7,0,0,-7
319,33,50641.959071361496,0.277308481053926,0,8,0,0,-8
320,39,90093.10525259493,0.00018537877682304115,0,22,0,0,-22
321,37,21342.519721717774,0.25236904819799466,1,524,5936,6833,12245
322,23,24406.31362686541,0.07450232932022115,1,981,5540,1877,6436
323,52,62939.04737041455,0.017689705823075667,0,95,0,0,-95
324,25,21870.034524255407,0.21048699053053016,0,159,0,0,-159
325,58,22822.623233259586,0.03391423290501442,1,518,11925,1926,13333
326,22,23605.18383620449,0.011898468380493823,1,1819,13621,1599,13401
327,47,40445.0113076616,0.07153428843103797,1,980,8326,2344,9690
328,51,23676.31127941265,0.16815945334252375,0,31,0,0,-31
329,51,21649.336982605957,0.3717548963422926,1,989,5331,6140,10482
330,19,53961.134842848136,0.01988403277549257,1,127,10198,1365,11436
331,41,23354.79482168639,0.0524375732810964,1,119,11698,1408,12987
332,31,34525.04279058388,0.5091758816998014,1,377,6163,1765,7551
333,40,28892.120853988552,0.0037850241175959127,1,534,9336,1982,10784
334,27,20056.266867803333,0.019851398716014653,0,99,0,0,-99
335,75,31642.348518936735,0.22028777455972934,0,79,0,0,-79
336,58,27433.317979194526,0.27205651155417443,1,339,20412,1601,21674
337,47,22896.064726850218,0.04718319431811413,1,692,5636,1955,6899
338,33,26269.786037838952,0.030137181304863682,1,173,5327,1362,6516
339,31,20629.452801172993,0.04354896813807874,1,328,5979,1357,7008
340,35,21757.342371219118,0.31643785326137513,1,292,6618,2361,8687
341,63,38234.109148471776,0.014478649754431045,1,840,6946,1341,7447
342,46,21266.131565805663,0.111217345869434,1,176,8586,1474,9884
343,72,20625.867572445444,0.016681065830958585,1,776,6274,1766,7264
344,39,25335.188933562546,0.06455774748786308,1,35,6090,1722,7777
345,25,26993.465924554926,0.14932463424776016,1,1289,8919,1502,9132
346,18,22026.09471835202,0.07368916325247686,0,56,0,0,-56
347,21,25164.18135043429,0.027997722650055578,1,452,5739,2466,7753
348,18,20443.25302584772,0.12208986787448209,0,28,0,0,-28
349,24,22284.04811509334,0.07007468127821098,1,271,5443,1348,6520
350,65,26417.469188483286,0.01515880715798867,1,228,11742,3543,15057
351,23,23119.23303346225,0.06252108636320701,1,202,5536,1392,6726
352,44,24912.330539930645,0.015750979879294164,1,545,5624,2205,7284
353,23,20804.386331984275,0.2608334741804002,1,52,7926,1366,9240
354,21,27315.28359301841,0.29496703057247003,0,28,0,0,-28
355,67,35190.37032424469,0.059982332978514075,0,60,0,0,-60
356,18,31259.229692753346,0.16711026798724288,0,0,0,0,0
357,38,56174.4567757717,0.12973630048415266,0,64,0,0,-64
358,30,27266.819773869986,0.1140209379823296,1,768,6141,1644,7017
359,47,21550.11459945679,0.21720815812884614,1,1877,6325,3171,7619
360,27,22694.3993635181,0.1132604667564192,1,727,30342,1596,31211
361,27,37977.44164791952,0.027975701637598806,1,438,6375,2068,8005
362,18,21660.057378007674,0.15548650460084137,1,66,11529,2235,13698
363,39,48221.72332213248,0.00028588662682193296,1,214,6859,1419,8064
364,53,46051.015634790194,0.014009069806841235,0,8,0,0,-8
365,27,28655.263229663622,0.015210048896613315,1,69,7234,1981,9146
366,20,60948.61075683284,0.16712085508787838,0,62,0,0,-62
367,34,45275.812583390085,0.06704618438124152,0,0,0,0,0
368,23,23049.493140891336,0.17722338902317403,1,1260,6144,1342,6226
369,42,27462.68786656135,0.05369223632157449,1,1318,5643,15240,19565
370,46,29472.618958454776,0.0016513788558064405,0,4,0,0,-4
371,44,26464.65555485693,0.00012162422398576007,1,79,5777,3792,9490
372,21,23995.184529314756,0.2909033885483051,1,85,8654,2468,11037
373,49,20529.619927872693,0.13393936850368907,1,189,6347,1495,7653
374,41,23342.10331109776,0.060680673583228324,1,48,5773,1462,7187
375,18,23189.52030937232,0.059466396173294515,1,1407,7677,1724,7994
376,23,28199.245859550956,0.07147062647715696,0,33,0,0,-33
377,21,22082.56347052495,0.012781754270875486,1,1061,11027,1593,11559
378,39,20325.382145594063,0.028135816395334672,1,302,6131,1704,7533
379,32,50273.385618447384,0.04348709849306446,0,4,0,0,-4
380,45,41362.56901031146,0.08141743522373719,1,1031,9232,1642,9843
381,53,51186.57145688095,0.22066431685133928,1,50,7381,1902,9233
382,33,75162.00893331677,0.22279959393481535,1,31,12691,1614,14274
383,26,43396.13061477596,0.18939476767308308,1,357,6590,1390,7623
384,27,24558.299844686022,0.001900050649829516,1,828,9726,1779,10677
385,24,24458.245151858308,0.17660079086408575,1,484,5289,3055,7860
386,25,32904.16701289366,0.022567331569796963,0,37,0,0,-37
387,47,30469.348052255275,0.3426112871165253,1,605,5460,2755,7610
388,50,31187.021203270713,0.043823857633303195,0,45,0,0,-45
389,42,32408.92342806429,0.00468645917876322,1,194,15242,1509,16557
390,25,26556.264456412096,0.16718367160852832,1,275,5584,1717,7026
391,65,72708.96027294839,0.04102299956991191,0,58,0,0,-58
392,33,22801.06290696525,0.11001581476784003,1,653,6595,1400,7342
393,42,23276.718512349937,0.03698754533136779,1,54,14367,1377,15690
394,54,21937.83477655538,0.04328469445277822,1,207,5281,2204,7278
395,22,29528.063548992992,0.03373966721237472,1,175,5420,1867,7112
396,20,48967.08243472653,0.2594410690418549,1,853,23502,1435,24084
397,41,40500.064372046254,0.13160582898838916,0,96,0,0,-96
398,65,23867.174862116255,0.0698765366582099,1,433,17737,1395,18699
399,27,70839.29938814872,0.131544918833447,1,180,10216,1721,11757
400,42,26252.65326472245,0.11530753706290907,0,91,0,0,-91
401,31,25608.834865437348,0.2709801883318009,1,347,11908,3554,15115
402,52,20044.11394632837,0.054346066154266716,1,576,12151,1341,12916
403,47,21489.416746537765,0.3149592320514265,1,240,5746,1418,6924
404,51,21158.756660120933,0.08648455654594826,1,1272,5734,1716,6178
405,70,33876.911779592025,0.02167266903422583,1,813,5849,1556,6592
406,26,21128.12528420247,0.37382708635613837,1,1600,5280,1487,5167
407,21,20895.469987276116,0.0216661423502503,1,1023,5257,1373,5607
408,20,45885.735868221935,0.13694416380477875,1,597,5839,1512,6754
409,45,50746.458345298444,0.08598026659116226,1,303,13384,1692,14773
410,37,24740.70695842862,0.11999977032716203,1,225,5518,1352,6645
411,27,25682.492595085052,0.0836494575451532,1,465,6299,1486,7320
412,32,34348.773416825614,0.1741726917041868,1,694,5457,1368,6131
413,21,109041.56959243803,0.026876650477311022,1,826,5524,2996,7694
